Image,Label
Train_0.jpg,3
Train_1.jpg,1
Train_2.jpg,0
Train_3.jpg,2
Train_4.jpg,0
Train_5.jpg,0
Train_6.jpg,1
Train_7.jpg,3
Train_8.jpg,3
Train_9.jpg,0
Train_10.jpg,2
Train_11.jpg,3
Train_12.jpg,3
Train_13.jpg,0
Train_14.jpg,2
Train_15.jpg,2
Train_16.jpg,3
Train_17.jpg,3
Train_18.jpg,0
Train_19.jpg,3
Train_20.jpg,3
Train_21.jpg,2
Train_22.jpg,3
Train_23.jpg,2
Train_24.jpg,0
Train_25.jpg,1
Train_26.jpg,2
Train_27.jpg,3
Train_28.jpg,3
Train_29.jpg,3
Train_30.jpg,3
Train_31.jpg,2
Train_32.jpg,3
Train_33.jpg,0
Train_34.jpg,2
Train_35.jpg,2
Train_36.jpg,1
Train_37.jpg,2
Train_38.jpg,2
Train_39.jpg,2
Train_40.jpg,3
Train_41.jpg,3
Train_42.jpg,3
Train_43.jpg,0
Train_44.jpg,3
Train_45.jpg,2
Train_46.jpg,0
Train_47.jpg,2
Train_48.jpg,3
Train_49.jpg,3
Train_50.jpg,2
Train_51.jpg,3
Train_52.jpg,3
Train_53.jpg,0
Train_54.jpg,0
Train_55.jpg,0
Train_56.jpg,3
Train_57.jpg,2
Train_58.jpg,2
Train_59.jpg,2
Train_60.jpg,2
Train_61.jpg,3
Train_62.jpg,1
Train_63.jpg,0
Train_64.jpg,2
Train_65.jpg,3
Train_66.jpg,0
Train_67.jpg,0
Train_68.jpg,0
Train_69.jpg,2
Train_70.jpg,0
Train_71.jpg,2
Train_72.jpg,0
Train_73.jpg,3
Train_74.jpg,1
Train_75.jpg,2
Train_76.jpg,3
Train_77.jpg,0
Train_78.jpg,3
Train_79.jpg,3
Train_80.jpg,3
Train_81.jpg,2
Train_82.jpg,2
Train_83.jpg,3
Train_84.jpg,3
Train_85.jpg,3
Train_86.jpg,0
Train_87.jpg,2
Train_88.jpg,0
Train_89.jpg,2
Train_90.jpg,0
Train_91.jpg,3
Train_92.jpg,2
Train_93.jpg,2
Train_94.jpg,0
Train_95.jpg,1
Train_96.jpg,2
Train_97.jpg,2
Train_98.jpg,2
Train_99.jpg,0
Train_100.jpg,0
Train_101.jpg,3
Train_102.jpg,2
Train_103.jpg,0
Train_104.jpg,1
Train_105.jpg,0
Train_106.jpg,3
Train_107.jpg,3
Train_108.jpg,2
Train_109.jpg,2
Train_110.jpg,3
Train_111.jpg,0
Train_112.jpg,3
Train_113.jpg,1
Train_114.jpg,2
Train_115.jpg,2
Train_116.jpg,3
Train_117.jpg,2
Train_118.jpg,2
Train_119.jpg,3
Train_120.jpg,2
Train_121.jpg,2
Train_122.jpg,1
Train_123.jpg,0
Train_124.jpg,2
Train_125.jpg,3
Train_126.jpg,2
Train_127.jpg,3
Train_128.jpg,1
Train_129.jpg,2
Train_130.jpg,3
Train_131.jpg,2
Train_132.jpg,2
Train_133.jpg,2
Train_134.jpg,0
Train_135.jpg,0
Train_136.jpg,0
Train_137.jpg,0
Train_138.jpg,3
Train_139.jpg,2
Train_140.jpg,3
Train_141.jpg,2
Train_142.jpg,3
Train_143.jpg,3
Train_144.jpg,0
Train_145.jpg,3
Train_146.jpg,0
Train_147.jpg,3
Train_148.jpg,2
Train_149.jpg,3
Train_150.jpg,3
Train_151.jpg,0
Train_152.jpg,3
Train_153.jpg,3
Train_154.jpg,3
Train_155.jpg,3
